taxon_key,taxon_label,connected_domains,relationship_count,n_climate,n_conservation,n_literature,n_media,n_mycorrhiza,n_occurrences,n_pollinators,n_traits
taxon:1715,Galeandra baueri,climate,1,1,0,0,0,0,0,0,0
taxon:1717,Galeandra bicarinata,climate,1,1,0,0,0,0,0,0,0
taxon:1718,Galeandra biloba,climate,1,1,0,0,0,0,0,0,0
taxon:1719,Galeandra blanchettii,climate,1,1,0,0,0,0,0,0,0
taxon:1721,Galeandra carnevaliana,climate,1,1,0,0,0,0,0,0,0
taxon:1723,Galeandra curvifolia,climate,1,1,0,0,0,0,0,0,0
taxon:1724,Catasetum brevilobatum,climate,1,1,0,0,0,0,0,0,0
taxon:1725,Galeandra macroplectra,climate,1,1,0,0,0,0,0,0,0
taxon:1728,Galeandra minax,climate,1,1,0,0,0,0,0,0,0
taxon:1729,Galeandra paraguayensis,climate,1,1,0,0,0,0,0,0,0
taxon:1731,Galeandra santarena,climate,1,1,0,0,0,0,0,0,0
taxon:1733,Galeandra schunkii,climate,1,1,0,0,0,0,0,0,0
taxon:1734,Galeandra stangeana,climate,1,1,0,0,0,0,0,0,0
taxon:1735,Clowesia thylaciochila,climate,1,1,0,0,0,0,0,0,0
taxon:1737,Catasetum aculeatum,climate,1,1,0,0,0,0,0,0,0
taxon:1738,Catasetum adremedium,climate,1,1,0,0,0,0,0,0,0
taxon:1740,Catasetum albovirens,climate,1,1,0,0,0,0,0,0,0
taxon:1741,Catasetum arietinum,climate,1,1,0,0,0,0,0,0,0
taxon:1742,Catasetum ariquemense,climate,1,1,0,0,0,0,0,0,0
taxon:1743,Catasetum atratum,climate,1,1,0,0,0,0,0,0,0
taxon:1744,Catasetum barbatum,climate|literature|pollinators,15,1,0,2,0,0,0,12,0
taxon:1746,Catasetum bertioguense,climate,1,1,0,0,0,0,0,0,0
taxon:1748,Catasetum bicolor,climate|literature,4,1,0,3,0,0,0,0,0
taxon:1750,Catasetum binarum,climate,1,1,0,0,0,0,0,0,0
taxon:1752,Catasetum blepharochilum,climate,1,1,0,0,0,0,0,0,0
taxon:1753,Catasetum bolivarii,climate,1,1,0,0,0,0,0,0,0
taxon:1754,Catasetum caatingense,climate,1,1,0,0,0,0,0,0,0
taxon:1755,Catasetum cirrhaeoides,climate,1,1,0,0,0,0,0,0,0
taxon:1756,Catasetum cochabambanum,climate,1,1,0,0,0,0,0,0,0
taxon:1758,Catasetum collare,climate,1,1,0,0,0,0,0,0,0
taxon:1761,Catasetum confusum,climate,1,1,0,0,0,0,0,0,0
taxon:1762,Catasetum coniforme,climate,1,1,0,0,0,0,0,0,0
taxon:1763,Catasetum cotylicheilum,climate,1,1,0,0,0,0,0,0,0
taxon:1764,Catasetum cristatum,climate,1,1,0,0,0,0,0,0,0
taxon:1765,Catasetum cucullatum,climate,1,1,0,0,0,0,0,0,0
taxon:1767,Catasetum dalastranum,climate,1,1,0,0,0,0,0,0,0
taxon:1768,Catasetum dejeaniorum,climate,1,1,0,0,0,0,0,0,0
taxon:1769,Catasetum deltoideum,climate,1,1,0,0,0,0,0,0,0
taxon:1770,Catasetum denticulatum,climate,1,1,0,0,0,0,0,0,0
taxon:1771,Catasetum desouzae,climate,1,1,0,0,0,0,0,0,0
taxon:1772,Catasetum deusvandoi,climate,1,1,0,0,0,0,0,0,0
taxon:1773,Catasetum dianneae,climate,1,1,0,0,0,0,0,0,0
taxon:1774,Catasetum discolor,literature|pollinators,8,0,0,2,0,0,0,6,0
taxon:1775,Catasetum dupliciscutula,climate,1,1,0,0,0,0,0,0,0
taxon:1776,Catasetum expansum,climate|literature|pollinators,4,1,0,1,0,0,0,2,0
taxon:1777,Catasetum fergusonii,climate,1,1,0,0,0,0,0,0,0
taxon:1779,Catasetum ferox,climate,1,1,0,0,0,0,0,0,0
taxon:1780,Catasetum fimbriatum,climate|pollinators,4,1,0,0,0,0,0,3,0
taxon:1781,Catasetum finetianum,climate,1,1,0,0,0,0,0,0,0
taxon:1782,Catasetum franchinianum,climate,1,1,0,0,0,0,0,0,0
taxon:1783,Thrixspermum praetermissum,climate,1,1,0,0,0,0,0,0,0
taxon:1785,Thrixspermum pugionifolium,climate,1,1,0,0,0,0,0,0,0
taxon:1786,Thrixspermum recurvum,climate,1,1,0,0,0,0,0,0,0
taxon:1787,Thrixspermum remotiflorum,climate,1,1,0,0,0,0,0,0,0
taxon:1788,Thrixspermum rimauense,climate,1,1,0,0,0,0,0,0,0
taxon:1790,Thrixspermum robinsonii,climate,1,1,0,0,0,0,0,0,0
taxon:1791,Thrixspermum rolfei,climate,1,1,0,0,0,0,0,0,0
taxon:1792,Thrixspermum roseum,climate,1,1,0,0,0,0,0,0,0
taxon:1794,Thrixspermum rubrocalcaratum,climate,1,1,0,0,0,0,0,0,0
taxon:1795,Thrixspermum saccatum,climate,1,1,0,0,0,0,0,0,0
taxon:1799,Thrixspermum sarcophyllum,climate,1,1,0,0,0,0,0,0,0
taxon:1800,Thrixspermum saruwatarii,climate,1,1,0,0,0,0,0,0,0
taxon:1804,Sarcochilus australis,climate,1,1,0,0,0,0,0,0,0
taxon:1847,Catasetum kamatawara,climate,1,1,0,0,0,0,0,0,0
taxon:1805,Sarcochilus borealis,climate,1,1,0,0,0,0,0,0,0
taxon:1807,Sarcochilus ceciliae,climate,1,1,0,0,0,0,0,0,0
taxon:1808,Sarcochilus ceciliae,climate,1,1,0,0,0,0,0,0,0
taxon:1809,Sarcochilus chrysanthus,climate,1,1,0,0,0,0,0,0,0
taxon:1810,Catasetum fuchsii,climate,1,1,0,0,0,0,0,0,0
taxon:1811,Catasetum galeritum,climate,1,1,0,0,0,0,0,0,0
taxon:1813,Catasetum globiflorum,climate,1,1,0,0,0,0,0,0,0
taxon:1814,Catasetum gnomus,climate,1,1,0,0,0,0,0,0,0
taxon:1816,Eulophia elegans,climate,1,1,0,0,0,0,0,0,0
taxon:1817,Eulophia cordylinophylla,climate,1,1,0,0,0,0,0,0,0
taxon:1819,Eulophia cristata,climate,1,1,0,0,0,0,0,0,0
taxon:1820,Eulophia cristatofimbriata,climate,1,1,0,0,0,0,0,0,0
taxon:1822,Eulophia cucullata,climate,1,1,0,0,0,0,0,0,0
taxon:1823,Eulophia dabia,climate,1,1,0,0,0,0,0,0,0
taxon:1848,Catasetum kempfii,climate,1,1,0,0,0,0,0,0,0
taxon:1825,Eulophia decaryana,climate,1,1,0,0,0,0,0,0,0
taxon:1826,Eulophia densiflora,climate,1,1,0,0,0,0,0,0,0
taxon:1827,Eulophia dentata,climate,1,1,0,0,0,0,0,0,0
taxon:1828,Eulophia diffusiflora,climate,1,1,0,0,0,0,0,0,0
taxon:1829,Eulophia dipodiiformis,climate,1,1,0,0,0,0,0,0,0
taxon:1830,Eulophia distans,climate,1,1,0,0,0,0,0,0,0
taxon:1833,Eulophia ecristata,climate,1,1,0,0,0,0,0,0,0
taxon:1849,Catasetum kleberianum,climate,1,1,0,0,0,0,0,0,0
taxon:1836,Catasetum hillsii,climate,1,1,0,0,0,0,0,0,0
taxon:1837,Catasetum hoehnei,climate,1,1,0,0,0,0,0,0,0
taxon:1838,Catasetum hookeri,climate,1,1,0,0,0,0,0,0,0
taxon:1839,Catasetum hopkinsonianum,climate,1,1,0,0,0,0,0,0,0
taxon:1843,Catasetum ivaneae,climate,1,1,0,0,0,0,0,0,0
taxon:1845,Catasetum juruenense,climate,1,1,0,0,0,0,0,0,0
taxon:1846,Catasetum justinianum,climate,1,1,0,0,0,0,0,0,0
taxon:1851,Catasetum krahlii,climate,1,1,0,0,0,0,0,0,0
taxon:1852,Catasetum labiatum,climate,1,1,0,0,0,0,0,0,0
taxon:1853,Catasetum laminatum,climate,1,1,0,0,0,0,0,0,0
taxon:1854,Catasetum lanceatum,climate,1,1,0,0,0,0,0,0,0
taxon:1855,Catasetum lanciferum,climate,1,1,0,0,0,0,0,0,0
taxon:1856,Eulophia ensata,climate,1,1,0,0,0,0,0,0,0
taxon:1857,Eulophia ephippium,climate,1,1,0,0,0,0,0,0,0
taxon:1858,Eulophia epidendraea,climate,1,1,0,0,0,0,0,0,0
taxon:1859,Eulophia epiphanoides,climate,1,1,0,0,0,0,0,0,0
taxon:1882,Catasetum longipes,climate,1,1,0,0,0,0,0,0,0
taxon:1860,Eulophia epiphytica,climate,1,1,0,0,0,0,0,0,0
taxon:1861,Eulophia ericophila,climate,1,1,0,0,0,0,0,0,0
taxon:1862,Eulophia euantha,climate,1,1,0,0,0,0,0,0,0
taxon:1863,Eulophia euglossa,climate,1,1,0,0,0,0,0,0,0
taxon:1864,Eulophia eulophioides,climate,1,1,0,0,0,0,0,0,0
taxon:1865,Catasetum brasilandense,climate,1,1,0,0,0,0,0,0,0
taxon:1866,Eulophia eustachya,climate,1,1,0,0,0,0,0,0,0
taxon:1868,Eulophia explanata,climate,1,1,0,0,0,0,0,0,0
taxon:1869,Eulophia eylesii,climate,1,1,0,0,0,0,0,0,0
taxon:1870,Eulophia falcatiloba,climate,1,1,0,0,0,0,0,0,0
taxon:12192,Masdevallia carnosa,climate,1,1,0,0,0,0,0,0,0
taxon:1871,Eulophia falcigera,climate,1,1,0,0,0,0,0,0,0
taxon:1872,Eulophia fernandeziana,climate,1,1,0,0,0,0,0,0,0
taxon:1873,Eulophia filicaulis,climate,1,1,0,0,0,0,0,0,0
taxon:1874,Eulophia filifolia,climate,1,1,0,0,0,0,0,0,0
taxon:1875,Eulophia flabellata,climate,1,1,0,0,0,0,0,0,0
taxon:1876,Eulophia gonychila,climate,1,1,0,0,0,0,0,0,0
taxon:1877,Catasetum lemosii,climate,1,1,0,0,0,0,0,0,0
taxon:1878,Catasetum lendarium,climate,1,1,0,0,0,0,0,0,0
taxon:1879,Catasetum lindleyanum,climate,1,1,0,0,0,0,0,0,0
taxon:1880,Catasetum longiantennatum,climate,1,1,0,0,0,0,0,0,0
taxon:1881,Catasetum longifolium,climate,1,1,0,0,0,0,0,0,0
taxon:1884,Catasetum lucisuareziae,climate,1,1,0,0,0,0,0,0,0
taxon:1885,Catasetum luridum,climate,1,1,0,0,0,0,0,0,0
taxon:1889,Catasetum maranhense,climate,1,1,0,0,0,0,0,0,0
taxon:1890,Catasetum marinhoi,climate,1,1,0,0,0,0,0,0,0
taxon:1891,Catasetum maroaense,climate,1,1,0,0,0,0,0,0,0
taxon:1892,Catasetum matogrossense,climate,1,1,0,0,0,0,0,0,0
taxon:1893,Catasetum ochraceum,climate|literature,2,1,0,1,0,0,0,0,0
taxon:1895,Catasetum ornithoides,climate,1,1,0,0,0,0,0,0,0
taxon:1896,Catasetum osakadianum,climate,1,1,0,0,0,0,0,0,0
taxon:1897,Catasetum osculatum,climate,1,1,0,0,0,0,0,0,0
taxon:1898,Catasetum palmeirinhense,climate,1,1,0,0,0,0,0,0,0
taxon:1899,Sarcochilus dilatatus,climate,1,1,0,0,0,0,0,0,0
taxon:1900,Adenoncos triangularis,climate,1,1,0,0,0,0,0,0,0
taxon:1902,Sarcochilus fitzgeraldii,climate,1,1,0,0,0,0,0,0,0
taxon:1903,Sarcochilus gildasii,climate,1,1,0,0,0,0,0,0,0
taxon:1904,Sarcochilus hartmannii,climate,1,1,0,0,0,0,0,0,0
taxon:1930,Catasetum rionegrense,climate,1,1,0,0,0,0,0,0,0
taxon:1905,Sarcochilus hillii,climate,1,1,0,0,0,0,0,0,0
taxon:1906,Sarcochilus hirticalcar,climate,1,1,0,0,0,0,0,0,0
taxon:1907,Sarcochilus iboensis,climate,1,1,0,0,0,0,0,0,0
taxon:1908,Sarcochilus koghiensis,climate,1,1,0,0,0,0,0,0,0
taxon:1909,Sarcochilus minutiflos,climate,1,1,0,0,0,0,0,0,0
taxon:1911,Sarcochilus olivaceus,climate,1,1,0,0,0,0,0,0,0
taxon:1912,Sarcochilus parviflorus,climate,1,1,0,0,0,0,0,0,0
taxon:1913,Sarcochilus rarus,climate,1,1,0,0,0,0,0,0,0
taxon:1914,Sarcochilus serrulatus,climate,1,1,0,0,0,0,0,0,0
taxon:1915,Sarcochilus spathulatus,climate,1,1,0,0,0,0,0,0,0
taxon:1917,Sarcochilus thycola,climate,1,1,0,0,0,0,0,0,0
taxon:1919,Sarcochilus weinthalii,climate,1,1,0,0,0,0,0,0,0
taxon:1921,Mobilabium hamatum,climate,1,1,0,0,0,0,0,0,0
taxon:1922,Peristeranthus hillii,climate,1,1,0,0,0,0,0,0,0
taxon:1923,Catasetum pamplonaense,climate,1,1,0,0,0,0,0,0,0
taxon:1926,Catasetum pendulum,climate,1,1,0,0,0,0,0,0,0
taxon:1927,Catasetum peruvianum,climate,1,1,0,0,0,0,0,0,0
taxon:1928,Catasetum pileatum,climate,1,1,0,0,0,0,0,0,0
taxon:1929,Catasetum rigidum,climate,1,1,0,0,0,0,0,0,0
taxon:1931,Catasetum rodigasianum,climate,1,1,0,0,0,0,0,0,0
taxon:1932,Catasetum rolfeanum,climate,1,1,0,0,0,0,0,0,0
taxon:1933,Catasetum rondonense,climate,1,1,0,0,0,0,0,0,0
taxon:1934,Catasetum rooseveltianum,climate,1,1,0,0,0,0,0,0,0
taxon:1936,Catasetum saccatum,climate,1,1,0,0,0,0,0,0,0
taxon:1937,Catasetum samaniegoi,climate,1,1,0,0,0,0,0,0,0
taxon:1938,Catasetum sanguineum,climate,1,1,0,0,0,0,0,0,0
taxon:1942,Catasetum schweinfurthii,climate,1,1,0,0,0,0,0,0,0
taxon:1943,Catasetum seccoi,climate,1,1,0,0,0,0,0,0,0
taxon:1944,Catasetum semicirculatum,climate,1,1,0,0,0,0,0,0,0
taxon:1945,Catasetum socco,climate,1,1,0,0,0,0,0,0,0
taxon:1946,Catasetum sophiae,climate,1,1,0,0,0,0,0,0,0
taxon:1948,Catasetum tricolor,climate,1,1,0,0,0,0,0,0,0
taxon:1950,Catasetum spitzii,climate,1,1,0,0,0,0,0,0,0
taxon:1953,Adenoncos buruensis,climate,1,1,0,0,0,0,0,0,0
taxon:1956,Adenoncos macrantha,climate,1,1,0,0,0,0,0,0,0
taxon:1957,Adenoncos major,climate,1,1,0,0,0,0,0,0,0
taxon:1958,Adenoncos nasonioides,climate,1,1,0,0,0,0,0,0,0
taxon:1960,Adenoncos parviflora,climate,1,1,0,0,0,0,0,0,0
taxon:1962,Adenoncos saccata,climate,1,1,0,0,0,0,0,0,0
taxon:1963,Adenoncos suborbicularis,climate,1,1,0,0,0,0,0,0,0
taxon:1964,Adenoncos sumatrana,climate,1,1,0,0,0,0,0,0,0
taxon:1968,Adenoncos virens,climate,1,1,0,0,0,0,0,0,0
taxon:1969,Microsaccus affinis,climate,1,1,0,0,0,0,0,0,0
taxon:1970,Microsaccus albovirescens,climate,1,1,0,0,0,0,0,0,0
taxon:1971,Microsaccus ampullaceus,climate,1,1,0,0,0,0,0,0,0
taxon:1972,Microsaccus borneensis,climate,1,1,0,0,0,0,0,0,0
taxon:1973,Microsaccus canaliculatus,climate,1,1,0,0,0,0,0,0,0
taxon:1974,Microsaccus dempoensis,climate,1,1,0,0,0,0,0,0,0
taxon:1975,Microsaccus griffithii,climate,1,1,0,0,0,0,0,0,0
taxon:1976,Microsaccus javensis,climate,1,1,0,0,0,0,0,0,0
taxon:1977,Microsaccus mihoae,climate,1,1,0,0,0,0,0,0,0
taxon:1979,Microsaccus sumatranus,climate,1,1,0,0,0,0,0,0,0
taxon:1980,Catasetum stenoglossum,climate,1,1,0,0,0,0,0,0,0
taxon:1981,Catasetum stevensonii,climate,1,1,0,0,0,0,0,0,0
taxon:1982,Catasetum x eliasii,climate,1,1,0,0,0,0,0,0,0
taxon:1984,Catasetum x faustoi,climate,1,1,0,0,0,0,0,0,0
taxon:1985,Catasetum x freitasii,climate,1,1,0,0,0,0,0,0,0
taxon:1986,Catasetum x grasineideae,climate,1,1,0,0,0,0,0,0,0
taxon:1987,Catasetum x guianense,climate,1,1,0,0,0,0,0,0,0
taxon:1988,Catasetum x incarnatum,climate,1,1,0,0,0,0,0,0,0
taxon:1989,Catasetum x intermedium,climate,1,1,0,0,0,0,0,0,0
taxon:1990,Catasetum x issanensis,climate,1,1,0,0,0,0,0,0,0
taxon:1991,Catasetum x joaquinianum,climate,1,1,0,0,0,0,0,0,0
taxon:1992,Catasetum x louiseae,climate,1,1,0,0,0,0,0,0,0
taxon:1993,Catasetum x lucasianum,climate,1,1,0,0,0,0,0,0,0
taxon:1995,Catasetum x mesquitae,climate,1,1,0,0,0,0,0,0,0
taxon:1996,Catasetum x nogueirae,climate,1,1,0,0,0,0,0,0,0
taxon:1998,Eulophia flavescens,climate,1,1,0,0,0,0,0,0,0
taxon:2001,Eulophia friderici,climate,1,1,0,0,0,0,0,0,0
taxon:2002,Eulophia furcata,climate,1,1,0,0,0,0,0,0,0
taxon:2005,Eulophia gastrodioides,climate,1,1,0,0,0,0,0,0,0
taxon:2006,Eulophia gracilis,climate,1,1,0,0,0,0,0,0,0
taxon:2007,Eulophia gracillima,climate,1,1,0,0,0,0,0,0,0
taxon:2008,Eulophia graminea,climate|mycorrhiza,3,1,0,0,0,2,0,0,0
taxon:2009,Eulophia grandidieri,climate,1,1,0,0,0,0,0,0,0
taxon:2010,Eulophia guineensis,climate,1,1,0,0,0,0,0,0,0
taxon:2011,Eulophia guineensis,climate,1,1,0,0,0,0,0,0,0
taxon:2012,Eulophia hebdingiana,climate,1,1,0,0,0,0,0,0,0
taxon:2013,Eulophia herbacea,climate,1,1,0,0,0,0,0,0,0
taxon:2014,Eulophia holubii,climate,1,1,0,0,0,0,0,0,0
taxon:2017,Catasetum x perazolianum,climate,1,1,0,0,0,0,0,0,0
taxon:2018,Catasetum x pohlianum,climate,1,1,0,0,0,0,0,0,0
taxon:2019,Catasetum x riotianum,climate,1,1,0,0,0,0,0,0,0
taxon:2020,Catasetum x roseoalbum,climate,1,1,0,0,0,0,0,0,0
taxon:2021,Catasetum x santo-antoniense,climate,1,1,0,0,0,0,0,0,0
taxon:2022,Catasetum x secundum,climate,1,1,0,0,0,0,0,0,0
taxon:2023,Catasetum x sheyllae,climate,1,1,0,0,0,0,0,0,0
taxon:2024,Catasetum x sodiroi,climate,1,1,0,0,0,0,0,0,0
taxon:2025,Catasetum x steyermarkii,climate,1,1,0,0,0,0,0,0,0
taxon:2026,Dressleria eburnea,climate,1,1,0,0,0,0,0,0,0
taxon:2037,Eulophia lubbersiana,climate,1,1,0,0,0,0,0,0,0
taxon:2027,Eulophia horsfallii ssp. horsfallii,climate,1,1,0,0,0,0,0,0,0
taxon:2028,Eulophia horsfallii ssp. velayosiana,climate,1,1,0,0,0,0,0,0,0
taxon:2029,Eulophia humbertii,climate,1,1,0,0,0,0,0,0,0
taxon:2030,Eulophia huttonii,climate,1,1,0,0,0,0,0,0,0
taxon:2031,Eulophia ibityensis,climate,1,1,0,0,0,0,0,0,0
taxon:2033,Eulophia juncifolia,climate,1,1,0,0,0,0,0,0,0
taxon:2034,Eulophia kamarupa,climate,1,1,0,0,0,0,0,0,0
taxon:2035,Eulophia katangensis,climate,1,1,0,0,0,0,0,0,0
taxon:2038,Eulophia macaulayae,climate,1,1,0,0,0,0,0,0,0
taxon:2039,Eulophia mackinnonii,climate,1,1,0,0,0,0,0,0,0
taxon:2040,Eulophia macowanii,climate,1,1,0,0,0,0,0,0,0
taxon:2041,Eulophia macra,climate,1,1,0,0,0,0,0,0,0
taxon:2042,Eulophia macrantha,climate,1,1,0,0,0,0,0,0,0
taxon:2044,Eulophia mannii,climate,1,1,0,0,0,0,0,0,0
taxon:2045,Eulophia massokoensis,climate,1,1,0,0,0,0,0,0,0
taxon:2046,Eulophia mechowii,climate,1,1,0,0,0,0,0,0,0
taxon:2047,Eulophia megistophylla,climate,1,1,0,0,0,0,0,0,0
taxon:2048,Eulophia meleagris,climate,1,1,0,0,0,0,0,0,0
taxon:2049,Eulophia micrantha,climate,1,1,0,0,0,0,0,0,0
taxon:2052,Dressleria helleri,climate,1,1,0,0,0,0,0,0,0
taxon:2053,Dressleria kalbreyeri,climate,1,1,0,0,0,0,0,0,0
taxon:2054,Dressleria kerryae,climate,1,1,0,0,0,0,0,0,0
taxon:2055,Dressleria morenoi,climate,1,1,0,0,0,0,0,0,0
taxon:2057,Dressleria williamsiana,climate,1,1,0,0,0,0,0,0,0
taxon:2059,Cycnoches barthiorum,climate,1,1,0,0,0,0,0,0,0
taxon:2060,Cycnoches bennettii,climate,1,1,0,0,0,0,0,0,0
taxon:2061,Cycnoches brachydactylon,climate,1,1,0,0,0,0,0,0,0
taxon:2062,Cycnoches carrii,climate,1,1,0,0,0,0,0,0,0
taxon:2063,Cycnoches chlorochilon,climate,1,1,0,0,0,0,0,0,0
taxon:2064,Cycnoches christensonii,climate,1,1,0,0,0,0,0,0,0
taxon:2065,Cycnoches cooperi ssp. cooperi,climate,1,1,0,0,0,0,0,0,0
taxon:2066,Cycnoches cooperi var. villenae,climate,1,1,0,0,0,0,0,0,0
taxon:2067,Cycnoches cooperi ssp. ayacuchoensis,climate,1,1,0,0,0,0,0,0,0
taxon:2068,Cycnoches dianae,climate,1,1,0,0,0,0,0,0,0
taxon:2069,Cycnoches egertonianum,climate,1,1,0,0,0,0,0,0,0
taxon:2070,Eulophia monantha,climate,1,1,0,0,0,0,0,0,0
taxon:2071,Eulophia obscura,climate,1,1,0,0,0,0,0,0,0
taxon:2072,Catasetum japurense,climate,1,1,0,0,0,0,0,0,0
taxon:2081,Eulophia pileata,climate,1,1,0,0,0,0,0,0,0
taxon:2073,Eulophia ovalis,climate,1,1,0,0,0,0,0,0,0
taxon:2074,Eulophia ovalis,climate,1,1,0,0,0,0,0,0,0
taxon:2076,Eulophia pandurata,climate,1,1,0,0,0,0,0,0,0
taxon:2077,Eulophia pardalina,climate,1,1,0,0,0,0,0,0,0
taxon:2078,Eulophia parilamellata,climate,1,1,0,0,0,0,0,0,0
taxon:2080,Eulophia picta,climate,1,1,0,0,0,0,0,0,0
taxon:2082,Eulophia plantaginea,climate,1,1,0,0,0,0,0,0,0
taxon:2083,Eulophia platypetala,climate,1,1,0,0,0,0,0,0,0
taxon:2084,Eulophia pocsii,climate,1,1,0,0,0,0,0,0,0
taxon:2085,Eulophia pottsii,climate,1,1,0,0,0,0,0,0,0
taxon:2087,Eulophia promensis,climate,1,1,0,0,0,0,0,0,0
taxon:2088,Eulophia protearum,climate,1,1,0,0,0,0,0,0,0
taxon:2090,Cycnoches farnsworthianum,climate,1,1,0,0,0,0,0,0,0
taxon:2091,Cycnoches guttulatum,climate,1,1,0,0,0,0,0,0,0
taxon:2106,Cycnoches suarezii,climate,1,1,0,0,0,0,0,0,0
taxon:2093,Cycnoches herrenhusanum,climate,1,1,0,0,0,0,0,0,0
taxon:2094,Cycnoches jarae,climate,1,1,0,0,0,0,0,0,0
taxon:2096,Cycnoches lusiae,climate,1,1,0,0,0,0,0,0,0
taxon:2097,Cycnoches maculatum,climate,1,1,0,0,0,0,0,0,0
taxon:2098,Cycnoches manoelae,climate,1,1,0,0,0,0,0,0,0
taxon:2099,Cycnoches pachydactylon,climate,1,1,0,0,0,0,0,0,0
taxon:2100,Cycnoches pentadactylon,climate,1,1,0,0,0,0,0,0,0
taxon:2101,Cycnoches peruvianum,climate,1,1,0,0,0,0,0,0,0
taxon:2102,Cycnoches powellii,climate,1,1,0,0,0,0,0,0,0
taxon:2104,Cycnoches schmidtianum,climate,1,1,0,0,0,0,0,0,0
taxon:2108,Eulophia pulchra,climate,1,1,0,0,0,0,0,0,0
taxon:2109,Eulophia pulchra,climate,1,1,0,0,0,0,0,0,0
taxon:2110,Eulophia pyrophila,climate,1,1,0,0,0,0,0,0,0
taxon:2111,Eulophia quadriloba,climate,1,1,0,0,0,0,0,0,0
taxon:2112,Eulophia rugulosa,climate,1,1,0,0,0,0,0,0,0
taxon:2113,Eulophia quartiniana,climate,1,1,0,0,0,0,0,0,0
taxon:2114,Eulophia ramosa,climate,1,1,0,0,0,0,0,0,0
taxon:2115,Eulophia rara,climate,1,1,0,0,0,0,0,0,0
taxon:2117,Eulophia recurva,climate,1,1,0,0,0,0,0,0,0
taxon:2118,Eulophia reticulata,climate,1,1,0,0,0,0,0,0,0
taxon:2119,Eulophia rhodesiaca,climate,1,1,0,0,0,0,0,0,0
taxon:2120,Eulophia richardsiae,climate,1,1,0,0,0,0,0,0,0
taxon:2121,Eulophia roempleriana,climate,1,1,0,0,0,0,0,0,0
taxon:2123,Eulophia roseovariegata,climate,1,1,0,0,0,0,0,0,0
taxon:2124,Eulophia rutenbergiana,climate,1,1,0,0,0,0,0,0,0
taxon:2125,Eulophia ruwenzoriensis,climate,1,1,0,0,0,0,0,0,0
taxon:2127,Eulophia sabulosa,climate,1,1,0,0,0,0,0,0,0
taxon:2130,Microsaccus truncatus,climate,1,1,0,0,0,0,0,0,0
taxon:2132,Calymmanthera aymardii,climate,1,1,0,0,0,0,0,0,0
taxon:2133,Calymmanthera filiformis,climate,1,1,0,0,0,0,0,0,0
taxon:2134,Cymbidium faberi,climate,1,1,0,0,0,0,0,0,0
taxon:2135,Cymbidium finlaysonianum,mycorrhiza,1,0,0,0,0,1,0,0,0
taxon:2136,Cymbidium floribundum,climate,1,1,0,0,0,0,0,0,0
taxon:2161,Cymbidium sangii,climate,1,1,0,0,0,0,0,0,0
taxon:2137,Cymbidium formosanum,climate,1,1,0,0,0,0,0,0,0
taxon:2138,Cymbidium goeringii,climate|mycorrhiza,3,1,0,0,0,2,0,0,0
taxon:2139,Cymbidium qiubeiense,climate,1,1,0,0,0,0,0,0,0
taxon:2141,Cymbidium iridioides,climate,1,1,0,0,0,0,0,0,0
taxon:2142,Cymbidium jiangchengense,climate,1,1,0,0,0,0,0,0,0
taxon:2143,Cymbidium kanran,climate|mycorrhiza,2,1,0,0,0,1,0,0,0
taxon:2145,Cymbidium lancifolium,climate,1,1,0,0,0,0,0,0,0
taxon:2146,Cymbidium lancifolium,climate,1,1,0,0,0,0,0,0,0
taxon:2147,Cymbidium lancifolium,climate,1,1,0,0,0,0,0,0,0
taxon:2148,Cymbidium ledinhhienii,climate,1,1,0,0,0,0,0,0,0
taxon:2149,Cymbidium lii,climate,1,1,0,0,0,0,0,0,0
taxon:2151,Cymbidium motuoense,climate,1,1,0,0,0,0,0,0,0
taxon:2152,Cymbidium munronianum,climate,1,1,0,0,0,0,0,0,0
taxon:2153,Cymbidium nanulum,climate,1,1,0,0,0,0,0,0,0
taxon:2154,Cymbidium omeiense,climate,1,1,0,0,0,0,0,0,0
taxon:2155,Cymbidium parishii,climate,1,1,0,0,0,0,0,0,0
taxon:2156,Cymbidium puerense,climate,1,1,0,0,0,0,0,0,0
taxon:2157,Cymbidium purpureisepalum,climate,1,1,0,0,0,0,0,0,0
taxon:2158,Cymbidium repens,climate,1,1,0,0,0,0,0,0,0
taxon:2160,Cymbidium sanderae,climate,1,1,0,0,0,0,0,0,0
taxon:2162,Cymbidium schroederi,climate,1,1,0,0,0,0,0,0,0
taxon:2163,Cymbidium seidenfadenii,climate,1,1,0,0,0,0,0,0,0
taxon:2164,Cymbidium tigrinum,climate,1,1,0,0,0,0,0,0,0
taxon:2166,Cymbidium tortisepalum,climate,1,1,0,0,0,0,0,0,0
taxon:2167,Cymbidium tracyanum O'Brien,climate,1,1,0,0,0,0,0,0,0
taxon:2169,Cymbidium wadae,climate,1,1,0,0,0,0,0,0,0
taxon:2171,Cymbidium wenshanense,climate,1,1,0,0,0,0,0,0,0
taxon:2172,Cymbidium wilsonii,climate,1,1,0,0,0,0,0,0,0
taxon:2173,Cymbidium x nomachianum,climate,1,1,0,0,0,0,0,0,0
taxon:2175,Cycnoches warszewiczii,climate,1,1,0,0,0,0,0,0,0
taxon:2176,Mormodes andicola,climate,1,1,0,0,0,0,0,0,0
