source_authority,source_identifier,destination_authority,destination_identifier,mapping_method,confidence,authority,date,provenance,quality_score
public.orchid_taxonomy,43457,public.taxonomy_species,5601,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43450,public.taxonomy_species,5602,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43430,public.taxonomy_species,5603,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43420,public.taxonomy_species,5604,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43400,public.taxonomy_species,5605,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43379,public.taxonomy_species,5606,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43474,public.taxonomy_species,5607,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43463,public.taxonomy_species,5608,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43455,public.taxonomy_species,5609,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43437,public.taxonomy_species,5610,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43427,public.taxonomy_species,5611,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43392,public.taxonomy_species,5613,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43391,public.taxonomy_species,5615,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43378,public.taxonomy_species,5617,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43478,public.taxonomy_species,5618,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43483,public.taxonomy_species,5620,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43438,public.taxonomy_species,5621,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43472,public.taxonomy_species,5622,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43461,public.taxonomy_species,5624,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43442,public.taxonomy_species,5625,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43398,public.taxonomy_species,5626,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43473,public.taxonomy_species,5627,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43435,public.taxonomy_species,5628,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43417,public.taxonomy_species,5629,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43397,public.taxonomy_species,5631,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43389,public.taxonomy_species,5632,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43376,public.taxonomy_species,5633,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43482,public.taxonomy_species,5634,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43471,public.taxonomy_species,5635,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43446,public.taxonomy_species,5636,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43433,public.taxonomy_species,5637,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43424,public.taxonomy_species,5638,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43416,public.taxonomy_species,5640,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43406,public.taxonomy_species,5641,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43395,public.taxonomy_species,5642,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43385,public.taxonomy_species,5643,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43460,public.taxonomy_species,5644,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43469,public.taxonomy_species,5645,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43443,public.taxonomy_species,5784,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43439,public.taxonomy_species,5785,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43413,public.taxonomy_species,5786,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43404,public.taxonomy_species,5787,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43384,public.taxonomy_species,5788,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43451,public.taxonomy_species,5789,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43401,public.taxonomy_species,5791,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43431,public.taxonomy_species,5792,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43421,public.taxonomy_species,5793,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43411,public.taxonomy_species,5794,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43380,public.taxonomy_species,5411,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43475,public.taxonomy_species,5412,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43464,public.taxonomy_species,5413,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43456,public.taxonomy_species,5414,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43449,public.taxonomy_species,5415,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43428,public.taxonomy_species,5416,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43419,public.taxonomy_species,5417,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43409,public.taxonomy_species,5418,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43484,public.taxonomy_species,5419,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43462,public.taxonomy_species,5420,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43454,public.taxonomy_species,5434,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43468,public.taxonomy_species,5630,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43436,public.taxonomy_species,5435,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43425,public.taxonomy_species,5436,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43418,public.taxonomy_species,5437,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43408,public.taxonomy_species,5438,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43390,public.taxonomy_species,5439,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43377,public.taxonomy_species,5440,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43459,public.taxonomy_species,5442,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43453,public.taxonomy_species,5443,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43447,public.taxonomy_species,5445,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43402,public.taxonomy_species,5446,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43407,public.taxonomy_species,5447,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43396,public.taxonomy_species,5448,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43387,public.taxonomy_species,5449,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43480,public.taxonomy_species,5450,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43470,public.taxonomy_species,5451,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43444,public.taxonomy_species,5454,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43440,public.taxonomy_species,5455,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43422,public.taxonomy_species,5456,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43414,public.taxonomy_species,5457,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43374,public.taxonomy_species,5458,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43426,public.taxonomy_species,5459,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43467,public.taxonomy_species,5460,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43381,public.taxonomy_species,5461,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43432,public.taxonomy_species,5462,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43382,public.taxonomy_species,5464,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43476,public.taxonomy_species,5465,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43429,public.taxonomy_species,5467,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,43465,public.taxonomy_species,5468,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42226,public.taxonomy_species,24144,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42229,public.taxonomy_species,24145,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42231,public.taxonomy_species,24146,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42228,public.taxonomy_species,24147,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42225,public.taxonomy_species,24391,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42230,public.taxonomy_species,24393,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42227,public.taxonomy_species,24394,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42259,public.taxonomy_species,24395,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42267,public.taxonomy_species,24398,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42267,public.taxonomy_species,24399,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42267,public.taxonomy_species,24400,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42267,public.taxonomy_species,24397,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42268,public.taxonomy_species,24402,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42264,public.taxonomy_species,24150,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42260,public.taxonomy_species,24153,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42269,public.taxonomy_species,24155,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42265,public.taxonomy_species,24156,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42265,public.taxonomy_species,24157,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42270,public.taxonomy_species,24158,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42261,public.taxonomy_species,24159,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42271,public.taxonomy_species,24406,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42272,public.taxonomy_species,24407,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42266,public.taxonomy_species,24408,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42273,public.taxonomy_species,24409,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,42262,public.taxonomy_species,24410,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47905,public.taxonomy_species,29893,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47038,public.taxonomy_species,29894,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47907,public.taxonomy_species,29895,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
public.orchid_taxonomy,47908,public.taxonomy_species,29896,crosswalk_id+canonical_name,1.0,orchid_continuum_taxon_crosswalk,2026-07-15,oc_taxonomy.taxon_crosswalk -> oc_taxonomy.taxa -> public.taxonomy_species,1.0
